,Site,Year,Species,Phytometer,Neighbour,Treatment,light,carbon,WUE
468,CAP11,2016,Carex,Carex_Phragmites,Phragmites,Competition,50,-1.3,-0.7
469,CAP11,2016,Carex,Carex_Phragmites,Phragmites,Competition,0,-1.8,-0.95
470,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,1500,13.7,2.12
471,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,1000,12.9,2.72
472,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,500,10.7,2.55
473,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,200,5.5,1.51
474,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,100,2.6,0.87
475,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,50,1.4,0.58
476,CAP6CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,0,0.5,0.21
477,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,1500,15.8,2.07
478,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,1000,15.1,2.2
479,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,500,12.2,2.09
480,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,200,7.1,1.25
481,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,100,2.6,0.47
482,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,50,2.1,0.43
483,CAP7CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,0,0.5,0.12
484,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,1500,9.1,1.62
485,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,1000,9.1,2.43
486,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,500,5.2,1.69
487,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,200,4.2,1.48
488,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,100,2,0.72
489,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,50,0.5,0.26
490,CAP10,2016,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.9,-0.32
491,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,1500,12.8,2.06
492,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,1000,11.8,2.41
493,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,500,8.8,2
494,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.6,1.54
495,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.6,0.42
496,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,50,0,0
497,CAP10CU,2016,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.5,-0.42
498,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,5.6,1.53
499,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,4.4,2.54
500,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,4.1,2.32
501,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,3.4,2.79
502,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2,1.42
503,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,1.5,1.35
504,CCP1,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,0.3,0.33
505,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,9.4,2.63
506,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,7.8,3.63
507,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,6.5,4.17
508,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,3.5,2.3
509,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,1.5,1.32
510,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,-0.2,-0.19
511,CCP1CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-1.2,-1.03
512,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,13,1.96
513,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,12.1,2.34
514,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,10.7,2.65
515,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,6.1,2.21
516,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.6,1.08
517,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,1.8,0.93
518,CCP2,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,0.1,0.07
519,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,9,1.79
520,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,9.2,2.28
521,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,7.9,2.48
522,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,4.7,1.62
523,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.4,0.76
524,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,0.6,0.21
525,CCP2CU,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,0,0
526,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,10.8,1.7
527,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,8.3,1.58
528,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.6,1.85
529,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,4.1,1.27
530,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.8,0.79
531,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0,0
532,CCP3,2016,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,0.8,0.32
533,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,10.1,1.98
534,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,9.7,2.82
535,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,8.4,2.42
536,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,4.3,1.33
537,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,1.2,0.41
538,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,-0.3,-0.11
539,CAP1,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-1.1,-0.44
540,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,12.4,2.56
541,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,12.1,3.45
542,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,9.5,2.89
543,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.6,1.89
544,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,2.7,0.99
545,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.6,0.26
546,CAP10,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.5,-0.23
547,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,14,2.68
548,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,13,3.69
549,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,10.1,3.18
550,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,6,2.1
551,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,2,0.87
552,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,0.2,0.12
553,CAP10CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.1,-0.85
554,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,12.2,1.95
555,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,11.2,2.44
556,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,9.1,2.39
557,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.2,1.33
558,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,2,0.54
559,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.2,0.06
560,CAP11,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.8,-0.27
561,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,8.1,2.09
562,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,7.3,3.15
563,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,6,3.16
564,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,3.8,1.96
565,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,1.9,1.04
566,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.4,0.24
567,CAP12,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.6,-0.42
568,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,14.7,2.28
569,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,13.8,3.13
570,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,10.8,3.12
571,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,5.9,1.78
572,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,2.6,0.89
573,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,0.6,0.23
574,CAP12CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-0.5,-0.2
575,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,14.5,2.44
576,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,13.3,3.51
577,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.6,2.7
578,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.5,1.42
579,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,0.9,0.3
580,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.8,-0.29
581,CAP1CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-2.1,-0.85
582,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,10.3,2.6
583,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,9.5,3.6
584,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,7.2,3.26
585,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,3.7,2.36
586,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,1.1,0.85
587,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,-0.4,-0.46
588,CAP2,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-1.5,-2.17
589,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,12,2.52
590,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,11.6,3.36
591,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.4,2.86
592,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.1,1.38
593,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,0.8,0.34
594,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.6,-0.29
595,CAP2CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.7,-0.87
596,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,9.5,2.23
597,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,8.4,2.86
598,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,7,3.5
599,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,4.2,2.21
600,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,1.3,0.87
601,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0,0
602,CAP3,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.9,-0.7
603,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,10.9,2.2
604,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,10.1,2.74
605,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,7.9,2.34
606,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.9,0
607,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.3,0.6
608,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.3,-0.18
609,CAP3CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.3,-0.85
610,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,15,2.27
611,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,14.2,2.96
612,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,11.3,2.42
613,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,6,1.35
614,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,2.3,0.58
615,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.3,0.08
616,CAP4,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.9,-0.26
617,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,15.3,2.94
618,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,13.2,3.87
619,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.7,3.37
620,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.4,1.74
621,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1,0.47
622,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.5,-0.25
623,CAP4CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.5,-0.94
624,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,13.8,2.48
625,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,13,3.04
626,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,10.6,2.7
627,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.4,1.56
628,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,2.3,0.74
629,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.4,0.14
630,CAP5,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.8,-0.32
631,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,17,3.05
632,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,16.5,4.08
633,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,11.5,3.08
634,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,5.1,1.41
635,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.5,0.48
636,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.3,-0.1
637,CAP5CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.3,-0.49
638,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,11.9,2.2
639,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,11.5,2.93
640,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,10.2,3.07
641,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.9,1.64
642,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,3.1,1.06
643,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,1.2,0.51
644,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,0,0
645,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,13.7,2.28
646,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,12.2,2.65
647,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.4,2.63
648,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.8,1.33
649,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.4,0.42
650,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,0,0
651,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1,-0.33
652,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,13.8,2.22
653,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,12.7,2.51
654,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.5,2.22
655,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.3,1.02
656,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,0.9,0.24
657,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.8,-0.25
658,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-0.6,-0.25
659,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,13.6,2.52
660,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,13.1,3.38
661,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,10.3,3.07
662,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.8,1.86
663,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,2.5,0.9
664,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.9,0.38
665,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.2,-0.1
666,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,24.9,2.84
667,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,17.1,3.17
668,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,12.5,2.87
669,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,5.7,1.57
670,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.8,0.49
671,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.1,-0.03
672,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.2,-0.43
673,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,5.5,1.57
674,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,5.5,2.29
675,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,5,2.66
676,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,2.8,1.39
677,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.5,0.92
678,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.8,0.82
679,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,0.4,0.36
680,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,9.4,1.8
681,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,8.8,2.52
682,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.2,2.87
683,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,3.2,1.61
684,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.1,0.66
685,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0,0
686,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.9,-0.67
687,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,10.9,2.71
688,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,10.7,3.69
689,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,9.8,4.24
690,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.4,2.28
691,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.6,1.25
692,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.7,0.93
693,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.5,-0.36
694,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,9.1,2.42
695,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,8.5,3.65
696,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.5,3.93
697,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,4,2.92
698,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.8,1.78
699,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.5,0.65
700,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.6,-0.77
701,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,12.9,2.41
702,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,12.4,3.15
703,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,10.4,3.31
704,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.7,1.69
