,Site,Year,Species,Phytometer,Neighbour,Treatment,Date,light,carbon,WUE
213,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,500,10,
214,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,200,5.7,
215,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,100,2.8,
216,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,50,1.3,
217,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,0,0,
218,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,1500,15.6,
219,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,1000,14.4,
220,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,500,11.6,
221,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,200,5.9,
222,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,100,3,
223,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,50,1.2,
224,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,0,-0.2,
225,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,1500,11.6,
226,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,1000,10.1,
227,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,500,8.9,
228,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,200,5.6,
229,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,100,2.7,
230,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,50,1,
231,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,04-Jul-17,0,-0.2,
232,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,1500,14.8,
233,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,1000,13.7,
234,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,500,11.6,
235,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,200,6.3,
236,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,100,3.1,
237,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,50,1.6,
238,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,04-Jul-17,0,0,
239,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1500,11.4,
240,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1000,10.8,
241,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,500,9,
242,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,200,5.5,
243,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,100,2.4,
244,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,50,1.1,
245,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,0,-0.6,
246,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1500,5.5,
247,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1000,5.4,
248,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,500,5.6,
249,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,200,4.2,
250,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,100,2,
251,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,50,0.5,
252,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,0,-0.5,
253,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1500,7.8,
254,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1000,7.8,
255,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,500,7.4,
256,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,200,5.1,
257,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,100,2.6,
258,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,50,1.2,
259,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,0,-0.1,
260,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1500,16.5,
261,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1000,15.6,
262,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,500,12.1,
263,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,200,5.9,
264,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,100,2.7,
265,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,50,0.9,
266,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,0,-0.4,
267,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1500,8.1,
268,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1000,7.3,
269,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,500,5.6,
270,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,200,4,
271,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,100,1.9,
272,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,50,0.6,
273,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,0,-0.3,
274,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1500,15.7,
275,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1000,14.8,
276,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,500,12.2,
277,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,200,6.5,
278,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,100,3.7,
279,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,50,0.7,
280,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,0,-0.9,
281,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1500,5.5,
282,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1000,5.4,
283,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,500,5.1,
284,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,200,3.8,
285,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,100,2.3,
286,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,50,0.7,
287,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,0,-0.1,
288,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1500,16.2,
289,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1000,14.1,
290,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,500,8.9,
291,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,200,4.3,
292,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,100,2.2,
293,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,50,0.1,
294,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,0,-1.1,
295,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1500,10.7,
296,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,1000,9.5,
297,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,500,7.9,
298,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,200,4.8,
299,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,100,2.7,
300,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,50,0.7,
301,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,06-Jul-17,0,-0.4,
302,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1500,13.7,
303,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,1000,13.3,
304,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,500,11.4,
305,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,200,5.7,
306,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,100,2.2,
307,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,50,0.3,
308,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,No competition,06-Jul-17,0,-0.9,
309,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,1500,18.9,
310,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,1000,17.2,
311,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,500,12.8,
312,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,200,4.9,
313,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,100,1.1,
314,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,50,-0.8,
315,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,09-Jul-17,0,-2,
316,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,1500,14.7,
317,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,1000,13,
318,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,500,9.8,
319,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,200,3.9,
320,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,100,0.7,
321,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,50,-1.3,
322,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,09-Jul-17,0,-2.3,
323,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,1500,13,
324,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,1000,12.5,
325,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,500,10.3,
326,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,200,5.2,
327,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,100,1.6,
328,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,50,-0.1,
329,PCA2,2017,Phragmites,Phragmites_Carex,Carex,Competition,11-Jul-17,0,-1.3,
330,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1500,19.7,
331,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1000,17.8,
332,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,500,13.5,
333,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,200,5.7,
334,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,100,1.9,
335,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,50,0,
336,PCA2CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,0,-1.4,
337,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1500,16.4,
338,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1000,15,
339,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,500,11.5,
340,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,200,5.1,
341,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,100,1.8,
342,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,50,-0.2,
343,PCA3,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,0,-1.2,
344,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1500,18.1,
345,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1000,15.5,
346,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,500,12.2,
347,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,200,6.1,
348,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,100,2.1,
349,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,50,0.3,
350,PCA3CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,0,-0.7,
351,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1500,19.9,
352,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1000,18.2,
353,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,500,14.1,
354,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,200,7,
355,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,100,2.9,
356,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,50,1.1,
357,PCA4,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,0,-0.2,
358,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1500,25.9,
359,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1000,22.7,
360,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,500,15.7,
361,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,200,6.7,
362,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,100,3.1,
363,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,50,1,
364,PCA4CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,0,-0.6,
365,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1500,21,
366,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1000,19,
367,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,500,14.4,
368,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,200,6.7,
369,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,100,2.6,
370,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,50,0.6,
371,PCA5,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,0,-0.8,
372,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1500,15.6,
373,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1000,14.4,
374,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,500,11,
375,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,200,5.5,
376,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,100,1.7,
377,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,50,0,
378,PCA5CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,0,-1.2,
379,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1500,22.3,
380,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,1000,19.6,
381,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,500,15.3,
382,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,200,8.3,
383,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,100,4,
384,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,50,2.8,
385,PCA6,2017,Phragmites,Phragmites_Carex,Carex,Competition,10-Jul-17,0,1.7,
386,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1500,23.1,
387,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,1000,24.3,
388,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,500,14.3,
389,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,200,6.1,
390,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,100,1.7,
391,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,50,0,
392,PCA6CU,2017,Phragmites,Phragmites_Carex,Carex,No competition,10-Jul-17,0,-1.6,
393,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,1500,26.3,
394,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,1000,23.4,
395,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,500,16.2,
396,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,200,7.5,
397,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,100,2.7,
398,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,50,1,
399,PCC1,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,0,-1.5,
400,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,1500,16.3,
401,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,1000,15.7,
402,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,500,11.1,
403,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,200,4.8,
404,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,100,1.3,
405,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,50,-0.6,
406,PCC1CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,0,-1.9,
407,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,1500,17.7,
408,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,1000,15.2,
409,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,500,11.7,
410,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,200,5.6,
411,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,100,1.9,
412,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,50,0.7,
413,PCC2,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,Competition,04-Jul-17,0,-0.7,
414,PCC2CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,1500,16,
415,PCC2CU,2017,Phragmites,Phragmites_Calamagrostis,Calamagrostis,No competition,04-Jul-17,1000,13.9,
